fid,field_1,GridId,,x,y,VRYieldVOl,row,col,Relative_Elevation1,Slope1,TRI1,TPI1,Elevation1,Application_4_N_rate,Application_5_N_rate,Application_7_N_rate,Application_10_N_rate,ph_mean_30_60,clay_mean_30_60,silt_mean_30_60,sand_mean_30_60,ksat_mean_30_60,om_mean_30_60
3540,3539,22,3539,-97.69424697,27.66499297,84.79934,86,26,-0.529682517,0.00443752,0.173692524,0.804452598,54.14941788,0,0,0.240552769,78.97407303,7.567761898,41.71894836,24.2837162,30.69168854,0.717852056,1.195673585
3541,3540,22,3540,-97.69414697,27.66499297,88.044495,86,27,-0.572163463,0.001716147,0.164435759,0.349542886,54.09036255,0,0,0.242652416,78.42564068,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3542,3541,22,3541,-97.69404697,27.66499297,87.276955,86,28,-0.494284004,0.002551048,0.21311222,0.933526099,54.19862747,0,0,0.250717449,82.69762974,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3543,3542,22,3542,-97.69394697,27.66499297,84.99546,86,29,-0.654765546,0.004707802,0.16523324,-0.811988592,53.97553253,0,0,0.236430435,83.76562443,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3544,3543,22,3543,-97.69384697,27.66499297,94.891205,86,30,-0.671284795,0.004178136,0.168840662,-1.144094944,53.95256805,0,0,0.25047369,79.58022995,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3545,3544,22,3544,-97.69374697,27.66499297,89.79947,86,31,-0.7137658,0.002795077,0.201834232,-1.674343824,53.89351273,0,0,0.247869453,81.25438671,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3546,3545,22,3545,-97.69364697,27.66499297,94.36986,86,32,-0.624084055,0.002984943,0.120712787,-0.920778513,54.01818466,0,0,0.238671207,84.16973248,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3547,3546,22,3546,-97.69354697,27.66499297,89.819786,86,33,-0.607564747,0.002431088,0.113413125,-0.817201793,54.04114914,0,0,0.241429386,80.18639202,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3548,3547,22,3547,-97.69344697,27.66499297,96.50395,86,34,-0.690166771,0.006021125,0.189285368,-1.454038262,53.92631912,0,0,0.243747139,79.29158134,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3549,3548,22,3548,-97.69334697,27.66499297,84.95861,86,35,-0.645325899,0.004449796,0.173518568,-1.052538753,53.98865509,0,0,0.248583584,78.05039749,7.647308826,44.22029495,25.58584785,26.81363869,0.406051993,1.219992399
3550,3549,22,3549,-97.69324697,27.66499297,91.835686,86,36,-0.607564747,0.002943443,0.182571158,-0.818256557,54.04114914,0,0,0.242156353,78.51223526,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3551,3550,22,3550,-97.69314697,27.66499297,94.469666,86,37,-0.65240562,0.007509346,0.257346988,-1.082611799,53.97881317,0,0,0.24893425,79.06066246,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3552,3551,22,3551,-97.69304697,27.66499297,80.93123,86,38,-0.593405366,0.006346726,0.241842136,-0.754269361,54.06083298,0,0,0.246013546,79.00293789,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3553,3552,22,3552,-97.69294697,27.66499297,81.349625,86,39,-0.449443161,0.006524336,0.194280535,-0.242899507,54.26096344,0,0,0.23848732,79.32044621,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3554,3553,22,3553,-97.69284697,27.66499297,80.19167,86,40,-0.347959161,0.0055128,0.220966443,-0.011958857,54.40204239,0,0,0.249725342,80.30185146,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3555,3554,22,3554,-97.69274697,27.66499297,63.337353,86,41,-0.241758138,0.00386538,0.270455986,0.156560138,54.5496788,0,0,0.244777718,77.06899223,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3556,3555,22,3555,-97.69264697,27.66499297,81.876526,86,42,-0.255917549,0.000954063,0.226518676,-0.030649401,54.52999496,0,0,0.238555737,78.88747845,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3557,3556,22,3556,-97.69254697,27.66499297,100.55061,86,43,-0.211076677,0.004110306,0.230934843,-0.055378113,54.59233093,0,0,0.243289566,79.984338,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3558,3557,22,3557,-97.69244697,27.66499297,75.418495,86,44,-0.119035058,0.00486136,0.286206931,0.050131943,54.72028351,0,0,0.237957077,80.1286623,7.610657215,44.4357605,25.34243584,26.67055702,0.385554403,1.25521636
3559,3558,22,3558,-97.69234697,27.66499297,87.52136,86,45,-0.029353326,0.000690365,0.334349394,0.119239412,54.84495544,0,0,0.243058643,78.13699207,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3560,3559,22,3559,-97.69224697,27.66499297,92.26018,86,46,-0.121394955,0.006631469,0.354938298,-0.213481501,54.71700287,0,0,0.243969498,80.07093258,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3561,3560,22,3560,-97.69214697,27.66499297,82.159485,86,47,0.19957079,0.010028873,0.399900675,0.327401787,55.16319656,0,0,0.244196148,78.02153263,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3562,3561,22,3561,-97.69204697,27.66499297,85.00513,86,48,0.227892354,0.006239034,0.337497592,0.26030454,55.20256805,0,0,0.242280369,79.63795967,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3563,3562,33,3562,-97.69194697,27.66499297,72.72982,86,49,0.374214441,0.007134866,0.356754422,0.438602179,55.40597916,0,0,0.252547684,79.06066246,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3564,3563,33,3563,-97.69184697,27.66499297,56.384655,86,50,0.496937543,0.002963363,0.35422495,0.567048848,55.57658386,0,0,0.234108429,81.60076504,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3565,3564,33,3564,-97.69174697,27.66499297,35.92055,86,51,0.322293878,0.003262533,0.315507919,0.132802263,55.33380127,0,0,0.221412201,77.61742458,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3566,3565,33,3565,-97.69164697,27.66499297,67.94998,86,52,0.539415777,0.008500881,0.265523374,0.474965125,55.63563538,0,0,0.237439632,78.28131638,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3567,3566,33,3566,-97.69154697,27.66499297,60.38547,86,53,0.629097462,0.003466969,0.288277119,0.571399093,55.76030731,0,0,0.233992977,80.24412174,7.679738522,46.30497742,26.11988258,24.32523727,0.245845139,1.246913791
3568,3567,33,3567,-97.69144697,27.66499297,66.218994,86,54,0.655059159,0.006275601,0.285559595,0.541216791,55.79639816,0,0,0.225684185,79.23385162,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3569,3568,33,3568,-97.69134697,27.66499297,51.76932,86,55,0.796661437,0.007938241,0.258803338,0.81259793,55.99324799,0,0,0.227377586,77.29991112,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3570,3569,33,3569,-97.69124697,27.66499297,59.40185,86,56,0.924104333,0.005937501,0.30397135,1.1033324,56.17041397,0,0,0.238346214,79.03180275,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3571,3570,33,3570,-97.69114697,27.66499297,62.682728,86,57,0.976024866,0.004667042,0.291992724,1.281983852,56.24259186,0,0,0.228519344,78.94520817,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3572,3571,33,3571,-97.69104697,27.66499297,51.368362,86,58,0.749460638,0.006690143,0.255208641,0.449978232,55.92763138,0,0,0.240266247,78.28131638,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3573,3572,33,3572,-97.69094697,27.66499297,68.928314,86,59,0.850941896,0.003911611,0.180564344,0.737052679,56.06870651,0,0,0.240065269,77.70401917,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3574,3573,33,3573,-97.69084697,27.66499297,64.68399,86,60,0.893422842,0.003483233,0.166356489,0.857240856,56.12776184,0,0,0.233005161,79.26271648,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3575,3574,33,3574,-97.69074697,27.66499297,60.16405,86,61,0.87218374,0.002070951,0.169665322,0.673694372,56.09823608,0,0,0.23820509,79.32044621,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3576,3575,33,3575,-97.69064697,27.66499297,74.25519,86,62,0.815543354,0.002798568,0.176539183,0.235311314,56.01949692,0,0,0.23632782,80.1286623,7.643660069,44.44426346,25.64148712,26.59186935,0.349674165,1.21445322
3577,3576,33,3576,-97.69054697,27.66499297,68.59034,86,63,0.780142128,0.004250505,0.192847058,-0.147392824,55.97028351,0,0,0.241181374,78.16585693,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3578,3577,33,3577,-97.69044697,27.66499297,74.56861,86,64,0.721139133,0.005412994,0.258425951,-0.754378855,55.88825989,0,0,0.242549782,77.3865057,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3579,3578,33,3578,-97.69034697,27.66499297,79.508316,86,65,0.945343435,0.002095393,0.184376717,0.87022084,56.19993973,0,0,0.2420965,77.06899223,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3580,3579,33,3579,-97.69024697,27.66499297,89.86126,86,66,0.796661437,0.002264775,0.194514751,-0.376838118,55.99324799,0,0,0.235664997,76.75148392,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3581,3580,33,3580,-97.69014697,27.66499297,82.3976,86,67,0.999626637,0.002444713,0.235846445,1.49062562,56.27540207,0,0,0.242276096,78.6276947,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3582,3581,33,3581,-97.69004697,27.66499297,62.227932,86,68,0.874543667,0.004565943,0.161190152,0.363261551,56.10151672,0,0,0.234565983,75.97213268,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3583,3582,33,3582,-97.68994697,27.66499297,59.395336,86,69,0.836782515,0.004816147,0.179416582,0.024218652,56.04902267,0,0,0.233103504,78.10812721,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3584,3583,33,3583,-97.68984697,27.66499297,73.813965,86,70,0.867463946,0.003162906,0.174091741,0.443032324,56.0916748,0,0,0.231016693,77.44423542,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3585,3584,33,3584,-97.68974697,27.66499297,79.494385,86,71,0.909944892,0.004609751,0.162492931,0.905050695,56.15073013,0,0,0.249857922,78.97407303,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3586,3585,33,3585,-97.68964697,27.66499297,67.629684,86,72,0.735301256,0.004538416,0.251654387,-0.889611363,55.90794754,0,0,0.230016041,79.69568939,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3587,3586,44,3586,-97.68954697,27.66499297,75.318405,86,73,0.976024866,0.004181871,0.209232166,1.66497767,56.24259186,0,0,0.222588177,79.95547314,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3588,3587,44,3587,-97.68944697,27.66499297,74.47558,86,74,0.891062975,0.005517689,0.161632136,0.849126101,56.1244812,0,0,0.246231651,82.55330544,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3589,3588,44,3588,-97.68934697,27.66499297,67.36496,86,75,0.770702541,0.002889157,0.182808563,-0.174117133,55.95716095,0,0,0.243546143,80.01320286,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3590,3589,44,3589,-97.68924697,27.66499297,66.65263,86,76,0.822623074,0.002987626,0.148601562,0.310969442,56.02933884,0,0,0.239133034,77.29991112,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3591,3590,44,3590,-97.68914697,27.66499297,68.889626,86,77,0.702259898,0.002611575,0.197225228,-0.551470101,55.86201477,0,0,0.249041157,79.72455425,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3592,3591,44,3591,-97.68904697,27.66499297,70.38262,86,78,0.730581462,0.004456852,0.163640812,-0.241481826,55.90138626,0,0,0.245449085,78.6276947,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3593,3592,44,3592,-97.68894697,27.66499297,68.9395,86,79,0.86510402,0.005369226,0.189976305,0.849083364,56.08839417,0,0,0.244957314,79.00293789,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3594,3593,44,3593,-97.68884697,27.66499297,74.65397,86,80,0.773062408,0.006986906,0.150543079,0.171928763,55.96044159,0,0,0.238773842,78.82974873,7.621211529,44.42897034,25.58905792,26.6450901,0.29135865,1.213149548
3595,3594,44,3594,-97.68874697,27.66499297,80.211334,86,81,0.619657874,0.00438843,0.232070372,-0.952682674,55.74718475,0,0,0.242549782,80.56163521,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3596,3595,44,3595,-97.68864697,27.66499297,87.44656,86,82,0.624377668,0.001442909,0.204740286,-0.796680927,55.75374603,0,0,0.234369278,79.78228397,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3597,3596,44,3596,-97.68854697,27.66499297,86.12632,86,83,0.673938334,0.002319246,0.145626009,-0.304991394,55.82264328,0,0,0.236486034,79.29158134,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3598,3597,44,3597,-97.68844697,27.66499297,84.36006,86,84,0.539415777,0.003676296,0.21626997,-1.359522223,55.63563538,0,0,0.232692986,75.25051117,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3599,3598,44,3598,-97.68834697,27.66499297,79.92985,86,85,0.541778386,0.002294654,0.191939548,-1.328416705,55.63891983,0,0,0.236682739,80.44617577,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3600,3599,44,3599,-97.68824697,27.66499297,75.0924,86,86,0.581896722,0.003250621,0.133272409,-0.895951033,55.6946907,0,0,0.242947464,82.89968376,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3601,3600,44,3600,-97.68814697,27.66499297,79.66123,86,87,0.544138312,0.001692165,0.152850881,-1.047344089,55.64220047,0,0,0.234664345,77.79061375,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3602,3601,44,3601,-97.68804697,27.66499297,79.952324,86,88,0.645619512,0.002392162,0.106037706,-0.163229287,55.7832756,0,0,0.235062027,77.84834347,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3603,3602,44,3602,-97.68794697,27.66499297,84.144424,86,89,0.619657874,0.004507839,0.102454677,-0.259079933,55.74718475,0,0,0.238773842,77.29991112,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3604,3603,44,3603,-97.68784697,27.66499297,83.14441,86,90,0.525256336,0.002837361,0.175067127,-0.948847771,55.61595154,0,0,0.237704773,78.19472179,7.634846687,44.96837616,25.64861107,26.09665108,0.310240269,1.220329046
3605,3604,44,3604,-97.68774697,27.66499297,82.041595,86,91,0.605498493,0.002253477,0.120051138,-0.091300249,55.72750092,0,0,0.233492641,80.50390549,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3606,3605,44,3605,-97.68764697,27.66499297,82.190956,86,92,0.610218287,0.001880226,0.138101399,0.046650842,55.73406219,0,0,0.238692589,79.46477051,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3607,3606,44,3606,-97.68754697,27.66499297,88.46909,86,93,0.624377668,0.001822129,0.15121147,0.256542712,55.75374603,0,0,0.243092861,77.76174889,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3608,3607,44,3607,-97.68744697,27.66499297,83.38129,86,94,0.673938334,0.001716158,0.15410012,0.829447567,55.82264328,0,0,0.231213398,78.6276947,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3609,3608,44,3608,-97.68734697,27.66499297,85.29351,86,95,0.56065762,0.003845128,0.188726306,-0.322096884,55.66516495,0,0,0.233193302,80.01320286,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3610,3609,44,3609,-97.68724697,27.66499297,88.73951,86,96,0.655059159,0.003359945,0.15435797,0.628674805,55.79639816,0,0,0.242199116,78.91634331,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3611,3610,55,3610,-97.68714697,27.66499297,81.70703,86,97,0.681020796,0.003357036,0.168797985,0.966158628,55.83248901,0,0,0.233283119,77.79061375,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3612,3611,55,3611,-97.68704697,27.66499297,86.43146,86,98,0.706979692,0.00509364,0.20476228,1.240231872,55.86857605,0,0,0.24234024,79.55136509,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3613,3612,55,3612,-97.68694697,27.66499297,78.89891,86,99,0.659778953,0.004352585,0.171082988,0.920007944,55.80295944,0,0,0.231508465,79.20498676,7.60956955,44.27253342,25.33999252,27.09813499,0.433952153,1.200380921
3614,3613,55,3613,-97.68684697,27.66499297,70.00692,86,100,0.5535779,0.002114898,0.174323201,-0.274925262,55.65532303,0,0,0.232402191,81.4853056,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3615,3614,55,3614,-97.68674697,27.66499297,77.5552,86,101,0.725861669,0.007558392,0.225844443,1.53658092,55.89482498,0,0,0.247326374,82.00487309,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3616,3615,55,3615,-97.68664697,27.66499297,82.6662,86,102,0.695180178,0.004645671,0.202127516,1.209179282,55.85217285,0,0,0.24226326,82.03373795,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3617,3616,55,3616,-97.68654697,27.66499297,79.06846,86,103,0.60785836,0.001167595,0.189732596,0.392891437,55.73078156,0,0,0.2433922,79.52250023,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3618,3617,55,3617,-97.68644697,27.66499297,70.75376,86,104,0.737661183,0.002704925,0.21959345,1.728495479,55.91122818,0,0,0.239569225,76.43397045,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3619,3618,55,3618,-97.68634697,27.66499297,79.562485,86,105,0.68574059,0.001034593,0.180887654,1.298183203,55.83905029,0,0,0.238401794,79.75341911,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3620,3619,55,3619,-97.68624697,27.66499297,77.65383,86,106,0.702259898,0.002846312,0.171268344,1.635408521,55.86201477,0,0,0.239500809,76.80921364,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3621,3620,55,3620,-97.68614697,27.66499297,67.3991,86,107,0.650339305,0.003110564,0.16892767,1.061459661,55.78983688,0,0,0.239936981,79.69568939,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3622,3621,55,3621,-97.68604697,27.66499297,74.06602,86,108,0.657419026,0.001457749,0.15640825,1.14443779,55.7996788,0,0,0.236229458,79.03180275,7.611177444,43.90103149,25.28363991,27.53790283,0.43573156,1.184557796
3623,3622,55,3622,-97.68594697,27.66499297,74.10257,86,109,0.697540104,0.000336552,0.193356365,1.580489159,55.85545349,0,0,0.229434471,74.99072742,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3624,3623,55,3623,-97.68584697,27.66499297,76.176056,86,110,0.652699232,0.006903918,0.163790539,0.961454332,55.79311752,0,0,0.246590843,78.56996498,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3625,3624,55,3624,-97.68574697,27.66499297,78.86933,86,111,0.581896722,0.006155867,0.168863297,0.461815029,55.6946907,0,0,0.244640865,76.8380785,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3626,3625,55,3625,-97.68564697,27.66499297,85.17738,86,112,0.4284949,0.003421572,0.304217994,-0.607858419,55.48143768,0,0,0.229519997,80.61936493,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3627,3626,55,3626,-97.68554697,27.66499297,85.40288,86,113,0.603138566,0.002388078,0.158224404,0.612243116,55.72422028,0,0,0.23642189,78.94520817,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3628,3627,55,3627,-97.68544697,27.66499297,85.09034,86,114,0.494574875,0.004650712,0.192240745,-0.075743526,55.57329941,0,0,0.2377005,79.29158134,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3629,3628,55,3628,-97.68534697,27.66499297,74.908195,86,115,0.470975876,0.003377312,0.194456249,-0.222236514,55.54049301,0,0,0.238273506,79.32044621,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3630,3629,55,3629,-97.68524697,27.66499297,21.776789,86,116,0.574817002,0.004714479,0.107783176,0.508257508,55.68484879,0,0,0.237969894,78.6276947,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3631,3630,55,3630,-97.68514697,27.66499297,4.483927,86,117,0.581896722,0.004200488,0.112006612,0.553527355,55.6946907,0,0,0.28680912,110.811937,7.56442976,43.33742523,25.04836273,28.29804802,0.467310429,1.179740667
3632,3631,55,3631,-97.68504697,27.66499297,3.970699,86,118,0.466256082,0.004110306,0.170597151,-0.178531975,55.53393173,0,0,0.28680912,110.811937,7.566119194,43.6657486,25.08515358,27.94648361,0.457842648,1.198310375
3633,3632,55,3632,-97.68494697,27.66499297,5.5892158,86,119,0.655059159,0.001876026,0.196682721,1.117900848,55.79639816,0,0,0.2601124,93.29100266,7.566119194,43.6657486,25.08515358,27.94648361,0.457842648,1.198310375
